"ME_NUMERO","ME_CTR","ME_PLACA","ME_D_SAIDA","ME_K_SAIDA","ME_H_SAIDA","ME_T_SAIDA","ME_D_RET","ME_K_RET","ME_H_RET","ME_T_RET","ME_D_PREV","ME_H_PREV","ME_QUANT","ME_TIPOKM","ME_VALUNIT","ME_FRANQ","ME_KMEXCED","ME_HREXCED","ME_BONUS","ME_SEGURO","ME_TAXASER","ME_V_ANTEC","ME_CAUCAO","ME_PROTEC","ME_TAXAENT","ME_VAL_MOT","ME_EXT_MOT","ME_LIMITE","ME_AVARIAS","ME_PERDAT","ME_DM","ME_DP","ME_DPP","ME_LCE","ME_SUBST","ME_HORAS_MIN","ME_RETIRAR","ME_LOJA","ME_MOTOAD","ME_TIPOCTR","ME_DESCONTO","ME_DIAEXCED","ME_FRANQUIA_TER","ME_L_SAIDA","ME_L_PREV","ME_SAIUTMP","ME_CONDUTOR","CONTRATO_ID","DEVOLVIDO_AVARIAS","OBSERVACAO","OPERADOR","CODIGOGRUPO","ME_UPGRADE","ID_SUBSTITUICAO","ME_VALORPREVISTO","LOCACAO_ID","TIPOLOCACAO","QTD_HORAS_EXC","ME_TARIFA","OP_RECEBEU_VEICULO","CUPOM_PROMOCIONAL","STATUS","ME_RESERVA","MOVIMENTO_ID","MEDICAO","QTD_DIAS","ME_SUBSTITUTO","VE_TITULAR","ME_VALOR_AQUISICAO","VALOR_LOCACAO","VALOR_AQUISICAO","FRANQUIA_LOCACAO","LOCALIZACAO_ID","TIPO_DESCONTO","ME_SERVICOADICIONAL","CODIGONOTAFISCAL","SAIDA","RETORNO","PREVISAO","VALOR_REAJUSTADO","INDICE_REAJUSTE","INDICE","KM_RODADO"
41,"00004125001",TTI5G99,2025-04-17,1,11:04:00,"0  ",,,,,2027-08-17,11:04:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,42,N,,,,0.0,,55380.0,,,0.0,,,,C,,,"001",852,,S,,455.0,0.0,,,,,,2025-04-17 11:04:00.000,,2027-08-17 11:04:00.000,,,,0
42,"00004125001",TTF8A61,2025-04-17,1,12:22:00,"0  ",2025-04-28,2047,10:30:00,"0  ",2027-08-17,12:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,42,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",11,,S,,455.0,0.0,,,,,,2025-04-17 12:22:00.000,2025-04-28 10:30:00.000,2027-08-17 12:22:00.000,,,,2046
43,"00004225001",TTE8E22,2025-04-24,1,09:42:00,"0  ",2025-07-15,967,10:35:00,"0  ",2027-08-24,09:42:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,43,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",82,,S,,455.0,0.0,,,,,,2025-04-24 09:42:00.000,2025-07-15 10:35:00.000,2027-08-24 09:42:00.000,,,,966
44,"00004325001",TTI5G99,2025-04-24,1,15:17:00,"0  ",2025-08-12,10005,15:27:00,"0  ",2027-08-24,15:17:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,44,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",110,,S,,455.0,0.0,,,,,,2025-04-24 15:17:00.000,2025-08-12 15:27:00.000,2027-08-24 15:17:00.000,,,,10004
45,"00004425001",TTE9G97,2025-04-25,18,12:04:00,"0  ",,,,,2027-08-25,12:04:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,45,N,,,,0.0,,55380.0,,,0.0,,,,C,,,"001",852,,S,,455.0,0.0,,,,,,2025-04-25 12:04:00.000,,2027-08-25 12:04:00.000,,,,0
46,"00004525001",TTW1A36,2025-04-25,1,16:16:00,"0  ",2025-07-30,11569,16:08:00,"0  ",2027-08-25,16:16:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,46,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",96,,S,,455.0,0.0,,,,,,2025-04-25 16:16:00.000,2025-07-30 16:08:00.000,2027-08-25 16:16:00.000,,,,11568
47,"00004625001",TTE9G97,2025-04-28,18,10:42:00,"0  ",2025-10-22,4897,15:09:00,"0  ",2027-08-28,10:42:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,47,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",177,,S,,455.0,0.0,,,,,,2025-04-28 10:42:00.000,2025-10-22 15:09:00.000,2027-08-28 10:42:00.000,,,,4879
48,"00004725001",TTF8A61,2025-04-29,2047,13:54:00,"0  ",,,,,2027-08-29,13:54:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,48,N,,,,0.0,,55380.0,,,0.0,,,,C,,,"001",852,,S,,455.0,0.0,,,,,,2025-04-29 13:54:00.000,,2027-08-29 13:54:00.000,,,,0
49,"00004825001",TTI6C87,2025-04-30,1,15:12:00,"0  ",2025-05-19,5386,18:00:00,"0  ",2027-08-30,15:12:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,49,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",19,,S,,455.0,0.0,,,,,,2025-04-30 15:12:00.000,2025-05-19 18:00:00.000,2027-08-30 15:12:00.000,,,,5385
50,"00004925001",TTF8A61,2025-05-02,2047,11:09:00,"0  ",2025-06-16,4883,15:36:00,"0  ",2027-09-02,11:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,50,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",45,,S,,455.0,0.0,,,,,,2025-05-02 11:09:00.000,2025-06-16 15:36:00.000,2027-09-02 11:09:00.000,,,,2836
51,"00005025001",TTG0B75,2025-05-06,13951,09:00:00,"0  ",,,,,2027-09-06,09:00:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,51,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,,,,2025-05-06 09:00:00.000,,2027-09-06 09:00:00.000,,,,0
52,"00005125001",TTF3I02,2025-05-06,6800,10:00:00,"0  ",,,,,2027-09-06,10:00:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,52,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,,,,2025-05-06 10:00:00.000,,2027-09-06 10:00:00.000,,,,0
53,"00005225001",TTG7J25,2025-05-06,1,16:37:00,"0  ",2025-12-22,41938,10:21:00,"0  ",2027-09-06,16:37:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,53,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",230,,S,,455.0,0.0,,,P,,,2025-05-06 16:37:00.000,2025-12-22 10:21:00.000,2027-09-06 16:37:00.000,,,,41937
54,"00004725001",TTH2A01,2025-05-07,8338,09:52:00,"0  ",2025-11-24,52089,11:36:00,"0  ",2027-09-07,09:52:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,48,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",201,,S,,455.0,0.0,,,P,,,2025-05-07 09:52:00.000,2025-11-24 11:36:00.000,2027-09-07 09:52:00.000,,,,43751
55,"00005325001",TTE9E86,2025-05-07,1,12:43:00,"0  ",2026-06-02,66423,10:58:00,"0  ",2027-09-07,12:43:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,54,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",391,,S,,455.0,0.0,,,P,0.0,,2025-05-07 12:43:00.000,2026-06-02 10:58:00.000,2027-09-07 12:43:00.000,,,,66422
56,"00005425001",TUR0J96,2025-05-07,1,13:54:00,"0  ",,,,,2027-09-07,13:54:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,55,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-05-07 13:54:00.000,,2027-09-07 13:54:00.000,,,,0
57,"00005525001",TTH7G78,2025-05-08,1,10:58:00,"0  ",2025-12-09,22104,13:43:00,"0  ",2027-09-08,10:58:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,56,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",215,,S,,455.0,0.0,,,P,0.0,,2025-05-08 10:58:00.000,2025-12-09 13:43:00.000,2027-09-08 10:58:00.000,,,,22103
58,"00005625001",TUV1B48,2025-05-08,1,15:18:00,"0  ",2025-06-23,3057,15:49:00,"0  ",2027-09-08,15:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,57,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",46,,S,,455.0,0.0,,,P,0.0,,2025-05-08 15:18:00.000,2025-06-23 15:49:00.000,2027-09-08 15:18:00.000,,,,3056
59,"00005725001",TTG7I14,2025-05-12,1,10:21:00,"0  ",2025-10-30,23880,15:54:00,"0  ",2027-09-12,10:21:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,58,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",171,,S,,455.0,0.0,,,P,0.0,,2025-05-12 10:21:00.000,2025-10-30 15:54:00.000,2027-09-12 10:21:00.000,,,,23879
60,"00005825001",TTE4F56,2025-05-14,21464,13:06:00,"0  ",2025-07-30,21464,15:39:00,"0  ",2027-09-14,13:06:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,59,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",77,,S,,455.0,0.0,,,P,0.0,,2025-05-14 13:06:00.000,2025-07-30 15:39:00.000,2027-09-14 13:06:00.000,,,,0
61,"00005925001",TUN1B80,2025-05-22,1,11:05:00,"0  ",,,,,2027-09-29,11:05:00,122,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,60,N,,,,0.0,,55900.0,,,0.0,,,,A,,,"001",860,,S,,455.0,0.0,,,P,0.0,,2025-05-22 11:05:00.000,,2027-09-29 11:05:00.000,,,,0
62,"00006025001",TTJ2I19,2025-05-22,1,16:42:00,"0  ",2025-08-25,1,10:19:00,"0  ",2027-09-22,16:42:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,61,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",95,,S,,455.0,0.0,,,P,0.0,,2025-05-22 16:42:00.000,2025-08-25 10:19:00.000,2027-09-22 16:42:00.000,,,,0
63,"00006125001",TTD5E90,2025-05-23,1,15:20:00,"0  ",2025-07-29,6000,09:00:00,"0  ",2027-09-23,15:20:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,62,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",67,,S,,455.0,0.0,,,P,0.0,,2025-05-23 15:20:00.000,2025-07-29 09:00:00.000,2027-09-23 15:20:00.000,,,,5999
64,"00006225001",TTF3I06,2025-05-26,2500,10:57:00,"0  ",2026-04-28,27609,10:09:00,"0  ",2027-09-26,10:57:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,63,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",337,,S,,455.0,0.0,,,P,0.0,,2025-05-26 10:57:00.000,2026-04-28 10:09:00.000,2027-09-26 10:57:00.000,,,,25109
65,"00006325001",TTI6C87,2025-05-26,1,15:43:00,"0  ",2025-07-08,5000,15:03:00,"0  ",2027-09-26,15:43:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,64,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",43,,S,,455.0,0.0,,,P,0.0,,2025-05-26 15:43:00.000,2025-07-08 15:03:00.000,2027-09-26 15:43:00.000,,,,4999
66,"00006425001",TTJ4H74,2025-06-05,1,14:09:00,"0  ",,,,,2027-10-05,14:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,65,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-06-05 14:09:00.000,,2027-10-05 14:09:00.000,,,,0
68,"00006525001",TTM2I45,2025-06-12,1,11:08:00,"0  ",2025-07-30,2000,10:31:00,"0  ",2025-06-19,11:08:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,66,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",48,,S,,455.0,0.0,,,P,0.0,,2025-06-12 11:08:00.000,2025-07-30 10:31:00.000,2025-06-19 11:08:00.000,,,,1999
67,"00002625001",TTR0H12,2025-06-11,6680,11:30:00,"0  ",,,,,2027-06-15,09:00:00,104,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,27,N,,,,0.0,,47710.0,,,0.0,,,,A,,,"001",734,26,S,,455.0,0.0,,,P,0.0,,2025-06-11 11:30:00.000,,2027-06-15 09:00:00.000,,,,0
69,"00006625001",TTL2J87,2025-06-12,1,15:04:00,"0  ",2026-06-15,55471,13:22:00,"0  ",2027-10-12,15:04:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,67,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",368,,S,,455.0,0.0,,,P,0.0,,2025-06-12 15:04:00.000,2026-06-15 13:22:00.000,2027-10-12 15:04:00.000,,,,55470
70,"00006725001",TTF8A61,2025-06-18,4883,10:13:00,"0  ",,,,,2027-10-18,10:13:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,68,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-06-18 10:13:00.000,,2027-10-18 10:13:00.000,,,,0
71,"00006825001",TTF3C23,2025-06-24,23015,16:32:00,"0  ",,,,,2027-10-24,16:32:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,69,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-06-24 16:32:00.000,,2027-10-24 16:32:00.000,,,,0
72,"00006925001",TTC6A43,2025-07-15,1,14:05:00,"0  ",2026-03-16,32197,12:34:00,"0  ",2027-11-15,14:05:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,70,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",244,,S,,455.0,0.0,,,P,0.0,,2025-07-15 14:05:00.000,2026-03-16 12:34:00.000,2027-11-15 14:05:00.000,,,,32196
73,"00007025001",TTL4D14,2025-07-07,1,15:25:00,"0  ",2026-04-02,41316,16:26:00,"0  ",2027-11-07,15:25:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,71,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",269,,S,,455.0,0.0,,,P,0.0,,2025-07-07 15:25:00.000,2026-04-02 16:26:00.000,2027-11-07 15:25:00.000,,,,41315
74,"00007125001",TUW1G95,2025-07-19,1,11:28:00,"0  ",2025-11-02,6214,09:48:00,"0  ",2027-11-19,16:04:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,72,N,,,,0.0,,55445.0,,,0.0,,,,E,,,"001",106,,S,,455.0,0.0,,,P,0.0,,2025-07-19 11:28:00.000,2025-11-02 09:48:00.000,2027-11-19 16:04:00.000,,,,6213
75,"00007225001",TTG5G18,2025-07-15,1,12:21:00,"0  ",2025-09-23,31430,16:37:00,"0  ",2027-11-09,12:21:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,73,N,,,,0.0,,55055.0,,,0.0,,,,E,,,"001",70,,S,,0.0,0.0,,,P,0.0,,2025-07-15 12:21:00.000,2025-09-23 16:37:00.000,2027-11-09 12:21:00.000,,,,31429
76,"00007325001",TTS0B67,2025-07-18,30051,14:44:00,"0  ",,,,,2027-11-18,14:44:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,74,N,,,,0.0,,48742.84,,,0.0,,,,A,,,"001",853,,S,,400.0,0.0,,,P,0.0,,2025-07-18 14:44:00.000,,2027-11-18 14:44:00.000,,,,0
77,"00007425001",TTS1G72,2025-07-11,1,16:16:00,"0  ",,,,,2027-11-11,16:16:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,75,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-07-11 16:16:00.000,,2027-11-11 16:16:00.000,,,,0
78,"00007525001",TTM2I45,2025-07-30,2000,10:39:00,"0  ",,,,,2027-11-30,10:39:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,76,N,,,,0.0,,55445.0,,,0.0,,,,A,,,"001",853,,S,,455.0,0.0,,,P,0.0,,2025-07-30 10:39:00.000,,2027-11-30 10:39:00.000,,,,0
79,"00007625001",TUA1I30,2025-08-01,1,09:27:00,"0  ",2026-02-10,2,10:53:00,"0  ",2027-12-01,09:27:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,77,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",193,,S,,455.0,0.0,,,P,0.0,,2025-08-01 09:27:00.000,2026-02-10 10:53:00.000,2027-12-01 09:27:00.000,,,,1
80,"00007725001",TTI0B81,2025-08-05,11000,12:46:00,"0  ",2025-08-06,11000,11:34:00,"0  ",2027-12-05,12:46:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,78,N,,,,0.0,,48685.7,,,0.0,,,,E,,,"001",1,,S,,400.0,0.0,,,P,0.0,,2025-08-05 12:46:00.000,2025-08-06 11:34:00.000,2027-12-05 12:46:00.000,,,,0
81,"00007825001",TTW1A36,2025-08-05,11569,16:05:00,"0  ",2025-08-12,12500,16:48:00,"0  ",2027-12-05,16:05:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,79,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",7,,S,,455.0,0.0,,,P,0.0,,2025-08-05 16:05:00.000,2025-08-12 16:48:00.000,2027-12-05 16:05:00.000,,,,931
82,"00007925001",TTI0B81,2025-08-06,11000,11:42:00,"0  ",2026-02-04,47910,13:50:00,"0  ",2027-12-06,11:42:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,80,N,,,,0.0,,48685.7,,,0.0,,,,E,,,"001",182,,S,,400.0,0.0,,,P,0.0,,2025-08-06 11:42:00.000,2026-02-04 13:50:00.000,2027-12-06 11:42:00.000,,,,36910
83,"00008025001",TTL5C99,2025-07-10,1,15:53:00,"0  ",,,,,2027-09-10,15:53:00,113,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,81,N,,,,0.0,,51480.0,,,0.0,,,,A,,,"001",792,,S,,455.0,0.0,,,P,0.0,,2025-07-10 15:53:00.000,,2027-09-10 15:53:00.000,,,,0
84,"00008125001",TUE1H61,2025-08-07,1,11:43:00,"0  ",2026-04-22,3487,10:43:00,"0  ",2027-12-07,11:43:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,82,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",258,,S,,455.0,0.0,,,P,0.0,,2025-08-07 11:43:00.000,2026-04-22 10:43:00.000,2027-12-07 11:43:00.000,,,,3486
85,"00008225001",TTD5E90,2025-08-11,6000,10:28:00,"0  ",,,,,2027-12-11,10:28:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,83,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-08-11 10:28:00.000,,2027-12-11 10:28:00.000,,,,0
86,"00008325001",TTI6C87,2025-08-11,5000,15:22:00,"0  ",2025-09-08,19290,16:21:00,"0  ",2027-12-06,15:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,84,N,,,,0.0,,55055.0,,,0.0,,,,E,,,"001",28,,S,,455.0,0.0,,,P,0.0,,2025-08-11 15:22:00.000,2025-09-08 16:21:00.000,2027-12-06 15:22:00.000,,,,14290
87,"00008425001",TTE8E22,2025-08-15,967,09:08:00,"0  ",2025-08-15,967,12:01:00,"0  ",2027-12-15,09:08:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,85,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",0,,S,,455.0,0.0,,,P,0.0,,2025-08-15 09:08:00.000,2025-08-15 12:01:00.000,2027-12-15 09:08:00.000,,,,0
88,"00008525001",TTE8E22,2025-08-15,967,15:08:00,"0  ",2025-08-18,967,13:04:00,"0  ",2027-12-15,15:08:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,86,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",3,,S,,455.0,0.0,,,P,0.0,,2025-08-15 15:08:00.000,2025-08-18 13:04:00.000,2027-12-15 15:08:00.000,,,,0
89,"00008625001",TTI5G99,2025-08-18,10005,10:38:00,"0  ",2025-08-18,10005,11:28:00,"0  ",2027-12-18,10:38:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,87,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",0,,S,,455.0,0.0,,,P,0.0,,2025-08-18 10:38:00.000,2025-08-18 11:28:00.000,2027-12-18 10:38:00.000,,,,0
90,"00008725001",TTW1A36,2025-08-18,12500,11:31:00,"0  ",2025-10-01,22005,10:49:00,"0  ",2027-12-18,11:31:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,88,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",44,,S,,455.0,0.0,,,P,0.0,,2025-08-18 11:31:00.000,2025-10-01 10:49:00.000,2027-12-18 11:31:00.000,,,,9505
91,"00008825001",TTI5G99,2025-08-18,10005,13:10:00,"0  ",2026-04-28,53416,17:18:00,"0  ",2027-12-18,13:10:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,89,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",253,,S,,455.0,0.0,,,P,0.0,,2025-08-18 13:10:00.000,2026-04-28 17:18:00.000,2027-12-18 13:10:00.000,,,,43411
92,"00008925001",TTJ9C86,2025-08-18,1,13:46:00,"0  ",,,,,2027-12-18,13:46:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,90,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-08-18 13:46:00.000,,2027-12-18 13:46:00.000,,,,0
93,"00009025001",TTK8B50,2025-08-19,1,11:40:00,"0  ",2026-05-21,29582,13:06:00,"0  ",2027-12-19,11:40:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,91,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",275,,S,,455.0,0.0,,,P,0.0,,2025-08-19 11:40:00.000,2026-05-21 13:06:00.000,2027-12-19 11:40:00.000,,,,29581
94,"00009125001",TTO4C70,2025-08-29,1,13:16:00,"0  ",,,,,2027-12-24,13:16:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,92,N,,,,0.0,,55250.0,,,0.0,,,,A,,,"001",847,,S,,455.0,0.0,,,P,0.0,,2025-08-29 13:16:00.000,,2027-12-24 13:16:00.000,,,,0
95,"00009225001",TUK2B08,2025-08-29,1,13:53:00,"0  ",2025-12-05,12755,17:11:00,"0  ",2027-12-24,13:53:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,93,N,,,,0.0,,55250.0,,,0.0,,,,E,,,"001",98,,S,,455.0,0.0,,,P,0.0,,2025-08-29 13:53:00.000,2025-12-05 17:11:00.000,2027-12-24 13:53:00.000,,,,12754
