"ME_NUMERO","ME_CTR","ME_PLACA","ME_D_SAIDA","ME_K_SAIDA","ME_H_SAIDA","ME_T_SAIDA","ME_D_RET","ME_K_RET","ME_H_RET","ME_T_RET","ME_D_PREV","ME_H_PREV","ME_QUANT","ME_TIPOKM","ME_VALUNIT","ME_FRANQ","ME_KMEXCED","ME_HREXCED","ME_BONUS","ME_SEGURO","ME_TAXASER","ME_V_ANTEC","ME_CAUCAO","ME_PROTEC","ME_TAXAENT","ME_VAL_MOT","ME_EXT_MOT","ME_LIMITE","ME_AVARIAS","ME_PERDAT","ME_DM","ME_DP","ME_DPP","ME_LCE","ME_SUBST","ME_HORAS_MIN","ME_RETIRAR","ME_LOJA","ME_MOTOAD","ME_TIPOCTR","ME_DESCONTO","ME_DIAEXCED","ME_FRANQUIA_TER","ME_L_SAIDA","ME_L_PREV","ME_SAIUTMP","ME_CONDUTOR","CONTRATO_ID","DEVOLVIDO_AVARIAS","OBSERVACAO","OPERADOR","CODIGOGRUPO","ME_UPGRADE","ID_SUBSTITUICAO","ME_VALORPREVISTO","LOCACAO_ID","TIPOLOCACAO","QTD_HORAS_EXC","ME_TARIFA","OP_RECEBEU_VEICULO","CUPOM_PROMOCIONAL","STATUS","ME_RESERVA","MOVIMENTO_ID","MEDICAO","QTD_DIAS","ME_SUBSTITUTO","VE_TITULAR","ME_VALOR_AQUISICAO","VALOR_LOCACAO","VALOR_AQUISICAO","FRANQUIA_LOCACAO","LOCALIZACAO_ID","TIPO_DESCONTO","ME_SERVICOADICIONAL","CODIGONOTAFISCAL","SAIDA","RETORNO","PREVISAO","VALOR_REAJUSTADO","INDICE_REAJUSTE","INDICE","KM_RODADO"
151,"00014625001",TUI2B15,2025-11-24,12812,13:57:00,"0  ",,,,,2028-03-24,13:57:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,147,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,, ,0.0,,2025-11-24 13:57:00.000,,2028-03-24 13:57:00.000,,,,0
152,"00014725001",TTR8I37,2025-11-26,1,14:02:00,"0  ",2026-03-19,18780,14:35:00,"0  ",2028-03-26,14:02:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,148,N,,,,0.0,,59570.0,,,0.0,,,,E,,,"001",113,,S,,490.0,0.0,,,P,0.0,,2025-11-26 14:02:00.000,2026-03-19 14:35:00.000,2028-03-26 14:02:00.000,,,,18779
153,"00014825001",TTQ9B53,2025-11-27,1,12:31:00,"0  ",2026-01-07,1775,10:39:00,"0  ",2028-03-27,23:59:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,149,N,,,,0.0,,59570.0,,,0.0,,,,E,,,"001",41,,S,,490.0,0.0,,,P,0.0,,2025-11-27 12:31:00.000,2026-01-07 10:39:00.000,2028-03-27 23:59:00.000,,,,1774
154,"00000125001",TTS8J59,2025-11-28,1,15:40:00,"0  ",2026-04-28,20300,11:28:00,"0  ",2028-03-28,15:40:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,150,N,,,,0.0,,59570.0,,,0.0,,,,E,,,"001",151,,S,,490.0,0.0,,,P,0.0,,2025-11-28 15:40:00.000,2026-04-28 11:28:00.000,2028-03-28 15:40:00.000,,,,20299
155,"00000225001",TTQ9B55,2025-12-01,1,13:09:00,"0  ",,,,,2028-04-01,13:09:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,151,N,,,,0.0,,59640.0,,,0.0,,,,A,,,"001",852,,S,,490.0,0.0,,,P,0.0,,2025-12-01 13:09:00.000,,2028-04-01 13:09:00.000,,,,0
156,"00000325001",TUV2H43,2025-12-03,1,11:03:00,"0  ",,,,,2028-04-03,11:03:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,152,N,,,,0.0,,59640.0,,,0.0,,,,A,,,"001",852,,S,,490.0,0.0,,,P,0.0,,2025-12-03 11:03:00.000,,2028-04-03 11:03:00.000,,,,0
157,"00000425001",TUS2J02,2025-12-03,1,11:52:00,"0  ",,,,,2028-04-03,11:52:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,153,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-03 11:52:00.000,,2028-04-03 11:52:00.000,,,,0
158,"00000525001",TTV3G67,2025-12-03,1,16:21:00,"0  ",,,,,2028-04-03,16:21:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,154,N,,,,0.0,,59640.0,,,0.0,,,,A,,,"001",852,,S,,490.0,0.0,,,P,0.0,,2025-12-03 16:21:00.000,,2028-04-03 16:21:00.000,,,,0
159,"00000625001",TUO2G69,2025-12-04,1,11:02:00,"0  ",,,,,2028-04-04,11:02:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,155,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-04 11:02:00.000,,2028-04-04 11:02:00.000,,,,0
160,"00000725001",TTV3G72,2025-12-04,1,11:48:00,"0  ",2025-12-27,1,15:46:00,"0  ",2028-04-04,11:48:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,156,N,,,,0.0,,59640.0,,,0.0,,,,E,,,"001",23,,S,,490.0,0.0,,,P,0.0,,2025-12-04 11:48:00.000,2025-12-27 15:46:00.000,2028-04-04 11:48:00.000,,,,0
161,"00000825001",TTT9I71,2025-12-08,1,10:21:00,"0  ",,,,,2028-04-08,10:21:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,157,N,,,,0.0,,59640.0,,,0.0,,,,A,,,"001",852,,S,,490.0,0.0,,,P,0.0,,2025-12-08 10:21:00.000,,2028-04-08 10:21:00.000,,,,0
162,"00000925001",TUE2H98,2025-12-08,1,10:39:00,"0  ",,,,,2028-04-08,10:39:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,158,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-08 10:39:00.000,,2028-04-08 10:39:00.000,,,,0
163,"00001025001",TTU5A09,2025-12-08,1,16:51:00,"0  ",,,,,2028-04-08,16:51:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,159,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-08 16:51:00.000,,2028-04-08 16:51:00.000,,,,0
164,"00001125001",TTC7A66,2025-12-09,1,10:37:00,"0  ",,,,,2028-04-09,10:37:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,160,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-09 10:37:00.000,,2028-04-09 10:37:00.000,,,,0
165,"00001225001",TTT9I67,2025-12-09,1,15:11:00,"0  ",2026-02-24,5823,15:20:00,"0  ",2028-04-09,15:11:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,161,N,,,,0.0,,59640.0,,,0.0,,,,E,,,"001",77,,S,,490.0,0.0,,,P,0.0,,2025-12-09 15:11:00.000,2026-02-24 15:20:00.000,2028-04-09 15:11:00.000,,,,5822
166,"00014925001",TTH2A01,2025-12-10,52128,14:42:00,"0  ",,,,,2028-04-10,14:42:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,162,N,,,,0.0,,48685.7,,,0.0,,,,A,,,"001",852,,S,,400.0,0.0,,,P,0.0,,2025-12-10 14:42:00.000,,2028-04-10 14:42:00.000,,,,0
167,"00001325001",TUF2G61,2025-12-10,1,17:04:00,"0  ",,,,,2028-04-10,17:04:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,163,N,,,,0.0,,59640.0,,,0.0,,,,A,,,"001",852,,S,,490.0,0.0,,,P,0.0,,2025-12-10 17:04:00.000,,2028-04-10 17:04:00.000,,,,0
168,"00001425001",TTU4J90,2025-12-16,1,15:59:00,"0  ",,,,,2028-04-16,15:59:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,164,N,,,,0.0,,59640.0,,,0.0,,,,A,,,"001",852,,S,,490.0,0.0,,,P,0.0,,2025-12-16 15:59:00.000,,2028-04-16 15:59:00.000,,,,0
169,"00015025001",TUW0I31,2025-12-19,24197,14:48:00,"0  ",2026-01-05,25225,10:17:00,"0  ",2028-04-14,14:48:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,165,N,,,,0.0,,48400.0,,,0.0,,,,E,,,"001",17,,S,,400.0,0.0,,,P,0.0,,2025-12-19 14:48:00.000,2026-01-05 10:17:00.000,2028-04-14 14:48:00.000,,,,1028
170,"00015125001",TTG7J25,2025-12-17,41938,10:57:00,"0  ",,,,,2027-09-08,10:57:00,90,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,166,N,,,,0.0,,40950.0,,,0.0,,,,A,,,"001",630,,S,,455.0,0.0,,,P,0.0,,2025-12-17 10:57:00.000,,2027-09-08 10:57:00.000,,,,0
171,"00001525001",TTX2J91,2025-12-22,1,11:34:00,"0  ",2026-02-04,7199,15:10:00,"0  ",2028-04-22,11:34:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,167,N,,,,0.0,,59640.0,,,0.0,,,,E,,,"001",44,,S,,490.0,0.0,,,P,0.0,,2025-12-22 11:34:00.000,2026-02-04 15:10:00.000,2028-04-22 11:34:00.000,,,,7198
172,"00015225001",TTS5C75,2025-12-22,6871,12:05:00,"0  ",,,,,2028-04-22,12:05:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,168,N,,,,0.0,,55055.0,,,0.0,,,,C,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-22 12:05:00.000,,2028-04-22 12:05:00.000,,,,0
173,"00001625001",TTW5C38,2025-12-22,1,12:32:00,"0  ",2026-03-09,14646,12:31:00,"0  ",2028-04-22,12:32:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,169,N,,,,0.0,,55380.0,,,0.0,,,,E,,,"001",77,,S,,455.0,0.0,,,P,0.0,,2025-12-22 12:32:00.000,2026-03-09 12:31:00.000,2028-04-22 12:32:00.000,,,,14645
174,"00015225001",TTS5C75,2025-12-22,6871,12:44:00,"0  ",,,,,2028-04-22,12:44:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,168,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,, ,0.0,,2025-12-22 12:44:00.000,,2028-04-22 12:44:00.000,,,,0
175,"00015325001",TTH7G78,2025-12-22,22104,17:18:00,"0  ",,,,,2028-04-22,17:18:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,170,N,,,,0.0,,48685.7,,,0.0,,,,A,,,"001",852,,S,,400.0,0.0,,,P,0.0,,2025-12-22 17:18:00.000,,2028-04-22 17:18:00.000,,,,0
176,"00015425001",TTX0I46,2025-12-26,17278,11:10:00,"0  ",,,,,2028-04-26,11:10:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,171,N,,,,0.0,,48685.7,,,0.0,,,,A,,,"001",852,,S,,400.0,0.0,,,P,0.0,,2025-12-26 11:10:00.000,,2028-04-26 11:10:00.000,,,,0
177,"00015525001",TTG7I14,2025-12-26,23887,14:56:00,"0  ",2026-02-09,31572,10:31:00,"0  ",2028-04-26,14:56:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,172,N,,,,0.0,,48685.7,,,0.0,,,,E,,,"001",45,,S,,400.0,0.0,,,P,0.0,,2025-12-26 14:56:00.000,2026-02-09 10:31:00.000,2028-04-26 14:56:00.000,,,,7685
178,"00015625001",TUK2B08,2025-12-29,17165,09:53:00,"0  ",,,,,2028-04-29,09:53:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,173,N,,,,0.0,,55380.0,,,0.0,,,,C,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-29 09:53:00.000,,2028-04-29 09:53:00.000,,,,0
180,"00015725001",TUK2B08,2025-12-29,12766,12:40:00,"0  ",,,,,2027-10-29,12:40:00,95,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,174,N,,,,0.0,,43485.0,,,0.0,,,,A,,,"001",669,,S,,455.0,0.0,,,P,0.0,,2025-12-29 12:40:00.000,,2027-10-29 12:40:00.000,,,,0
179,"00015625001",TTO4I26,2025-12-29,18638,11:04:00,"0  ",2026-03-11,18638,15:37:00,"0  ",2028-04-29,11:04:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,173,N,,,,0.0,,48685.7,,,0.0,,,,E,,,"001",72,,S,,400.0,0.0,,, ,0.0,,2025-12-29 11:04:00.000,2026-03-11 15:37:00.000,2028-04-29 11:04:00.000,,,,0
181,"00015825001",TTO4C77,2025-12-29,13384,15:02:00,"0  ",,,,,2028-04-29,15:02:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,175,N,,,,0.0,,55380.0,,,0.0,,,,A,,,"001",852,,S,,455.0,0.0,,,P,0.0,,2025-12-29 15:02:00.000,,2028-04-29 15:02:00.000,,,,0
182,"00015926001",TUX2D14,2026-01-03,9396,09:11:00,"0  ",2026-02-05,14940,14:27:00,"0  ",2028-05-03,09:11:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,176,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",33,,S,,455.0,0.0,,,P,0.0,,2026-01-03 09:11:00.000,2026-02-05 14:27:00.000,2028-05-03 09:11:00.000,,,,5544
183,"00016026001",TTL9J66,2026-01-05,14311,09:58:00,"0  ",,,,,2028-05-05,09:58:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,177,N,,,,0.0,,55315.0,,,0.0,,,,C,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-01-05 09:58:00.000,,2028-05-05 09:58:00.000,,,,0
184,"00016126001",TTW5J83,2026-01-05,1,15:17:00,"0  ",,,,,2028-05-05,15:17:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,178,N,,,,0.0,,59570.0,,,0.0,,,,A,,,"001",851,,S,,490.0,0.0,,,P,0.0,,2026-01-05 15:17:00.000,,2028-05-05 15:17:00.000,,,,0
185,"00016226001",TTY5H60,2026-01-05,1,16:51:00,"0  ",2026-03-10,9681,15:02:00,"0  ",2028-05-05,16:51:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,179,N,,,,0.0,,59570.0,,,0.0,,,,E,,,"001",64,,S,,490.0,0.0,,,P,0.0,,2026-01-05 16:51:00.000,2026-03-10 15:02:00.000,2028-05-05 16:51:00.000,,,,9680
186,"00016326001",TTX5I35,2026-01-05,1,17:11:00,"0  ",2026-03-03,4052,14:48:00,"0  ",2028-05-05,17:11:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,180,N,,,,0.0,,59570.0,,,0.0,,,,E,,,"001",57,,S,,490.0,0.0,,,P,0.0,,2026-01-05 17:11:00.000,2026-03-03 14:48:00.000,2028-05-05 17:11:00.000,,,,4051
187,"00016426001",TUN3A69,2026-01-07,1,12:59:00,"0  ",2026-07-02,149753,10:59:00,"0  ",2028-05-07,12:59:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,181,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",176,,S,,455.0,0.0,,,P,0.0,,2026-01-07 12:59:00.000,2026-07-02 10:59:00.000,2028-05-07 12:59:00.000,,,,149752
188,"00016526001",TTQ9B53,2026-01-08,1775,10:40:00,"0  ",,,,,2028-05-08,10:40:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,182,N,,,,0.0,,59570.0,,,0.0,,,,C,,,"001",851,,S,,490.0,0.0,,,P,0.0,,2026-01-08 10:40:00.000,,2028-05-08 10:40:00.000,,,,0
189,"00001726001",TUO3A75,2026-01-09,1,10:18:00,"0  ",2026-04-16,13850,16:18:00,"0  ",2028-05-09,10:18:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,183,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",97,,S,,455.0,0.0,,,P,0.0,,2026-01-09 10:18:00.000,2026-04-16 16:18:00.000,2028-05-09 10:18:00.000,,,,13849
190,"00016626001",TTU4J95,2026-01-09,1,16:28:00,"0  ",2026-04-24,7743,13:58:00,"0  ",2028-05-09,16:28:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,184,N,,,,0.0,,59570.0,,,0.0,,,,E,,,"001",105,,S,,490.0,0.0,,,P,0.0,,2026-01-09 16:28:00.000,2026-04-24 13:58:00.000,2028-05-09 16:28:00.000,,,,7742
191,"00016726001",TTS8D17,2026-01-12,1,09:58:00,"0  ",2026-06-22,23408,11:51:00,"0  ",2028-05-12,09:58:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,185,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",161,,S,,455.0,0.0,,,P,0.0,,2026-01-12 09:58:00.000,2026-06-22 11:51:00.000,2028-05-12 09:58:00.000,,,,23407
192,"00016826001",TTE9G97,2026-01-13,6579,10:47:00,"0  ",,,,,2028-05-13,10:47:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,186,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-01-13 10:47:00.000,,2028-05-13 10:47:00.000,,,,0
193,"00016926001",TUQ3A48,2026-01-13,1,13:09:00,"0  ",2026-06-12,5863,16:47:00,"0  ",2028-05-13,13:09:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,187,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",150,,S,,455.0,0.0,,,P,0.0,,2026-01-13 13:09:00.000,2026-06-12 16:47:00.000,2028-05-13 13:09:00.000,,,,5862
194,"00017026001",TTQ9B53,2026-01-14,1775,11:30:00,"0  ",,,,,2028-05-14,11:30:00,121,L,490.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,188,N,,,,0.0,,59570.0,,,0.0,,,,A,,,"001",851,,S,,490.0,0.0,,,P,0.0,,2026-01-14 11:30:00.000,,2028-05-14 11:30:00.000,,,,0
195,"00017126001",TTX2F24,2026-01-14,1,15:11:00,"0  ",2026-03-23,10176,16:14:00,"0  ",2028-05-14,15:11:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,189,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",68,,S,,455.0,0.0,,,P,0.0,,2026-01-14 15:11:00.000,2026-03-23 16:14:00.000,2028-05-14 15:11:00.000,,,,10175
196,"00001826001",TTV7H63,2026-01-15,1,09:54:00,"0  ",,,,,2028-05-15,09:54:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,190,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-01-15 09:54:00.000,,2028-05-15 09:54:00.000,,,,0
197,"00001926001",TUI3A82,2026-01-15,1,14:28:00,"0  ",2026-02-24,3734,14:29:00,"0  ",2028-05-15,14:28:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,191,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",40,,S,,455.0,0.0,,,P,0.0,,2026-01-15 14:28:00.000,2026-02-24 14:29:00.000,2028-05-15 14:28:00.000,,,,3733
198,"00017226001",TTZ5F81,2026-01-19,1,09:15:00,"0  ",,,,,2028-05-19,09:15:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,192,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-01-19 09:15:00.000,,2028-05-19 09:15:00.000,,,,0
199,"00017326001",TUG2E83,2026-01-21,9304,10:26:00,"0  ",2026-02-04,9402,12:41:00,"0  ",2028-05-21,10:26:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,193,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",14,,S,,455.0,0.0,,,P,0.0,,2026-01-21 10:26:00.000,2026-02-04 12:41:00.000,2028-05-21 10:26:00.000,,,,98
200,"00002026001",TTA4G85,2026-01-26,1,11:45:00,"0  ",2026-03-11,4800,14:42:00,"0  ",2028-05-26,11:45:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,194,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",44,,S,,455.0,0.0,,,P,0.0,,2026-01-26 11:45:00.000,2026-03-11 14:42:00.000,2028-05-26 11:45:00.000,,,,4799
201,"00017426001",TUK3C10,2026-01-29,1,16:52:00,"0  ",,,,,2028-05-29,16:52:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,195,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-01-29 16:52:00.000,,2028-05-29 16:52:00.000,,,,0
202,"00017526001",TTY7B01,2026-01-30,1,14:27:00,"0  ",,,,,2028-05-30,14:27:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,196,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-01-30 14:27:00.000,,2028-05-30 14:27:00.000,,,,0
203,"00017626001",TTY7B00,2026-02-02,1,11:33:00,"0  ",2026-02-19,3204,09:37:00,"0  ",2028-06-02,11:33:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,197,N,,,,0.0,,55315.0,,,0.0,,,,E,,,"001",17,,S,,455.0,0.0,,,P,0.0,,2026-02-02 11:33:00.000,2026-02-19 09:37:00.000,2028-06-02 11:33:00.000,,,,3203
204,"00002126001",TUF3A55,2026-02-02,1,15:22:00,"0  ",,,,,2028-06-02,15:22:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,4,0.0,AS,0.0,,,0,0,,,198,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-02-02 15:22:00.000,,2028-06-02 15:22:00.000,,,,0
205,"00017726001",TTP7J19,2026-02-03,9048,10:03:00,"0  ",,,,,2028-06-03,10:03:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,199,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-02-03 10:03:00.000,,2028-06-03 10:03:00.000,,,,0
206,"00017826001",TUW0I31,2026-02-03,25225,10:26:00,"0  ",2026-05-13,30000,13:36:00,"0  ",2028-06-03,10:26:00,121,L,400.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,200,N,,,,0.0,,48628.56,,,0.0,,,,E,,,"001",99,,S,,400.0,0.0,,,P,0.0,,2026-02-03 10:26:00.000,2026-05-13 13:36:00.000,2028-06-03 10:26:00.000,,,,4775
207,"00017926001",TTP8H57,2026-02-05,10832,12:04:00,"0  ",,,,,2028-06-05,12:04:00,121,L,455.0,,0.0,0.0,,0.0,0.0,,600.0,,0.0,,,,"","",,,,,,,N,1,0.0,AS,0.0,,,0,0,,,201,N,,,,0.0,,55315.0,,,0.0,,,,A,,,"001",851,,S,,455.0,0.0,,,P,0.0,,2026-02-05 12:04:00.000,,2028-06-05 12:04:00.000,,,,0
